id,name,symbol,circulating_supply,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,market_cap
290,BlueCoin,BLU,574683675.009956,0.000169141423305269,0.0,97202.81474148661,0.2093272,2.93126037,-4.84946962,97202.81474148661
1888,InvestFeed,IFT,191381257.0,0.0005074242699158069,0.0,97111.4946087944,0.2093272,2.93126037,-4.84946962,97111.4946087944
8481,CafeSwap Token,BREW,19401468.36996298,0.005000458461737304,0.01000096,97016.23668071003,-0.00138384,66.6696295,0.00672408,97016.23668071003
2685,Zebi Token,ZEBI,1058998068.6550312,9.120466345792396e-05,6.99745193,96585.56245427357,0.18501527,3.57758477,-5.0616161,96585.56245427357
3256,Bitether,BTR,56735293.258902,0.0016914142330526898,0.0,95962.88253452517,0.2093272,2.93126037,-4.84946962,95962.88253452517
5169,PYRO Network,PYRO,787470346.80484,0.00012184931980502535,0.0,95952.72612479716,0.22754808,4.34566741,-7.75434636,95952.72612479716
8281,Golden Goose,GOLD,165994208.90004912,0.0005715070161856302,1120.15686936,94866.85503256125,-0.00622987,2.53118592,-10.34552619,94866.85503256125
8105,ROCKI,ROCKI,8057237.26,0.011772376033158108,42189.65723713,94852.8268130925,0.20784154,0.14147887,-10.10841839,94852.8268130925
8478,DAOventures,DVD,9200045.56880563,0.010300944431178845,134.39750048,94769.15816857996,-0.00138384,-1.90301806,-14.16089517,94769.15816857996
2742,Sakura Bloom,SKB,2582965294.29,3.6554795941507605e-05,57465.40754,94419.76925676709,0.22754808,4.34566741,-7.75434636,94419.76925676709
7256,Mettalex,MTLX,1123003.11600207,0.08366853176764642,15879.86068609,93960.02188638512,0.12574016,-2.35534704,4.1854902,93960.02188638512
4028,MotaCoin,MOTA,55322413.48993648,0.0016914142330526898,1188.12676422,93573.11758370469,0.2093272,2.93126037,-4.84946962,93573.11758370469
2047,Zeusshield,ZSC,1169566883.0,8.00083354794892e-05,3921.77720768,93575.0995407645,-0.00013385,3.35829642,-5.99870837,93575.0995407645
3210,MIB Coin,MIB,185806874.08029,0.0005030461212507727,56.77670526,93469.42730782062,-0.00138384,0.0017777,-16.16102965,93469.42730782062
3449,MMOCoin,MMO,68531893.93722783,0.0013511152269189458,12.62834995,92594.48542818271,0.19941287,6.26828214,3.69434487,92594.48542818271
10251,The Corgi of PolkaBridge,CORGIB,28970127068717.0,3.192600101125946e-09,771.48732015,92490.0306092174,0.60036014,5.64740086,-1.91948427,92490.0306092174
12051,Cryptopolis,CPO,14742255.55027562,0.006272387415668396,31957.14132973,92469.13819211637,0.9558973,2.52211633,2.12538124,92469.13819211637
815,Kobocoin,KOBO,24700247.684453,0.003721111312715918,0.0,91912.37108550321,0.2093272,2.93126037,-8.9864492,91912.37108550321
1085,Swing,SWING,6310643.18333908,0.014546162404253132,0.0,91795.64062014323,0.2093272,2.93126037,-4.84946962,91795.64062014323
9987,OpenSwap,OSWAP,21118055.0,0.00435734416467173,3739.04904689,92018.63372346666,0.63132868,2.9431271,-4.37460546,92018.63372346666
2158,Phore,PHR,28519970.79499389,0.003213687042800111,32.50984624,91654.26060490943,0.2093272,-40.73654706,-39.48244796,91654.26060490943
4124,EOS TRUST,EOST,7518810122.00001,1.2184931980502537e-05,0.0,91616.18991088409,0.22754808,4.34566741,-7.75434636,91616.18991088409
2865,Trittium,TRTT,128915824.832513,0.0007103939778821297,3.29348905,91581.02561472474,0.2093272,-21.39794662,-27.33959498,91581.02561472474
1281,ION,ION,18285862.11941699,0.004976611910470264,0.0,91001.63921670761,2.72520278,1.71009596,-14.79343684,91001.63921670761
2437,YEE,YEE,1365218125.0,6.65023487825631e-05,5689.27616318,90790.21191302683,-0.00142728,0.77680629,-10.73321622,90790.21191302683
4097,x42 Protocol,X42,20166886.0,0.004499161859920156,398.98342388,90734.08432455776,0.2093272,2.16311664,-28.0964742,90734.08432455776
1474,Eternity,ENT,9526448.9772784,0.009471919705095064,0.0,90233.759787466,0.2093272,2.93126037,-4.84946962,90233.759787466
8962,ETNA Network,ETNA,12079541.67504575,0.007444490370691281,127.57041191,89926.03168224212,0.56310432,3.55099476,-18.05866096,89926.03168224212
9562,Coldstack,CLS,1504975.0,0.05955360211245101,105798.30471546,89626.68233918597,-1.01160709,-0.56825451,-6.25641347,89626.68233918597
1252,2GIVE,2GIVE,528444586.29294914,0.000169141423305269,0.0,89381.86946355346,0.2093272,2.93126037,-4.84946962,89381.86946355346
3324,PluraCoin,PLURA,913884780.7198285,9.775586773461465e-05,0.0,89337.59974872487,0.28177016,3.1473788,-6.35405689,89337.59974872487
8483,Berry Data,BRY,2000000.0,0.04417186544040129,5508.65569068,88343.73088080258,0.58850497,3.39099676,-12.37223111,88343.73088080258
6156,Donut,DONUT,120355919.278521,0.0007322243117794007,31.08251117,88127.53016229214,0.20815653,3.73126238,-11.9816452,88127.53016229214
8673,TotemFi,TOTM,6113675.0,0.014312312209184512,4873.43422147,87500.82534548613,-0.00138384,-2.01797613,-5.49417404,87500.82534548613
3317,Cryptrust,CTRT,7092756484.73517,1.2184931980502537e-05,0.0,86424.75532076633,0.22754808,4.34566741,-7.75434636,86424.75532076633
1609,Asch,XAS,93355331.0,0.0009230846320367063,0.0,86174.87136479992,-0.00138384,-0.32220214,0.11519124,86174.87136479992
2908,HashCoin,HSC,12863911325.5,6.633608195340707e-06,4297.84960573,85334.14759297293,-0.00138384,-4.74858676,-7.55036782,85334.14759297293
7377,Dogeswap,DOGES,20000.0,4.228028158361809,0.0,84560.56316723618,0.21734555,2.93949652,-0.88436855,84560.56316723618
2705,Amon,AMN,714344960.4769783,0.00011826408798144005,2.40204817,84481.35525494767,0.05962418,2.49531066,-7.72957473,84481.35525494767
5815,BitcoinPoS,BPS,5994733.1300042,0.014001283692864453,22.00111291,83933.95921620209,-0.00138384,-12.49844451,-55.24759079,83933.95921620209
3608,Hyprr,UDOO,491853494.78303784,0.0001705890477270355,3012.92957171,83904.81929625286,0.22754808,4.34566741,-7.75434636,83904.81929625286
9780,Snowball,SNOB,5134199.3402697,0.01628107837962314,1101.71025852,83590.30187554039,0.3492226,-8.00559611,-24.75995843,83590.30187554039
2592,Banca,BANCA,17926481683.56437,4.630274152590964e-06,0.0,83004.52478630345,-33.18163461,-62.23680608,-60.6142153,83004.52478630345
3512,Alpha Coin,APC,34999999.946487,0.002367979926273766,0.0,82879.29729286411,0.2093272,2.93126037,-4.84946962,82879.29729286411
7310,Gem Exchange and Trading,GXT,83529285.80129999,0.0009883226201357817,112.87667571,82553.88260121136,2.69890422,6.77188903,-2.26973819,82553.88260121136
1495,PoSW Coin,POSW,44100000.0,0.001860555656357959,0.0,82050.50444538599,0.2093272,2.93126037,-47.66720829,82050.50444538599
12042,Sypool,SYP,65364660.0,0.001247694877511589,99712.926919,81555.15145228666,-0.00531214,-1.64419176,17.32613921,81555.15145228666
8895,ORAO Network,ORAO,39397667.8,0.0020570806935584296,7354.89941065,81044.18180260861,0.20806545,10.33960127,5.96694824,81044.18180260861
2955,Cosmo Coin,COSM,670780888.57439,0.0001200110030816953,0.0,80501.08728584343,-0.00138384,0.0017777,187.7201364,80501.08728584343
13696,MarsX,MX,227936637.0,0.0003533599217512951,351.67775781,80543.67221457335,0.20815653,0.0560584,-11.43069741,80543.67221457335
12280,BHO Network,BHO,454000000.0,0.0001774008636086293,47320.72542215,80539.99207831771,0.63157109,9.05900425,11.01785633,80539.99207831771
7498,Yield Protocol,YIELD,34009745.0,0.0023604816711464546,13943.66589865,80279.37971286479,-3.17309601,-4.14655631,-14.50111897,80279.37971286479
5544,Aluna.Social,ALN,37716865.94842014,0.002120534319951272,49130.77298532,79979.90868462638,-0.19930654,-8.8332739,-14.39592175,79979.90868462638
1070,Expanse,EXP,18805100.19,0.004228535582631724,38.07445396,79518.0352883696,0.2093272,2.93126037,-12.90914153,79518.0352883696
7386,Spaceswap MILK2,MILK2,7376937.36202074,0.010769678867644485,845.96792225,79447.24641569183,0.62662492,7.95401805,-8.4058794,79447.24641569183
6,Novacoin,NVC,2335756.713897,0.033828284661053795,111.96990215,79014.64301667531,0.2093272,21.81214245,2.31239826,79014.64301667531
4096,Switch,ESH,12113792.7641682,0.006427374085600222,36.2489815,77859.87769074616,0.2093272,2.93126037,-4.84946962,77859.87769074616
5469,AMATEN,AMA,7571323.3296627,0.010270941680408421,0.0,77764.62036248129,-0.00138384,0.0017777,-31.1615914,77764.62036248129
7465,Vox.Finance,VOX,112606.92137923,0.6806876660653791,0.0,76650.14249643571,0.0,-0.07540476,-2.63707232,76650.14249643571
7390,Spaceswap SHAKE,SHAKE,759.0,100.23416434151238,9345.80197555,76077.7307352079,0.19762062,4.33916054,-7.00786076,76077.7307352079
4045,Catex Token,CATT,764538331.0,9.869904911777091e-05,128.78438237,75459.2062837876,-0.00138384,0.04232581,-0.26613178,75459.2062837876
2624,Sentinel Chain,SENC,197269665.856858,0.00037949730496798686,5452.43718781,74863.3065446129,0.11315411,3.29281139,-7.66882502,74863.3065446129
8421,Argon,ARGON,97403006.77295281,0.0007700829800680124,92228.48059956,75008.3977233003,0.62432861,0.36648648,6.49235142,75008.3977233003
8862,Rage Fan,RAGE,56719937.58127778,0.001314588006956258,4524.19396951,74563.34969965531,-0.00150406,-0.07847324,-6.91581149,74563.34969965531
9440,Mochi Market,MOMA,38820448.6603962,0.0019178232253682184,939.95767579,74450.75806012237,0.51867348,-3.6258841,-13.5276397,74450.75806012237
313,Pinkcoin,PINK,438823375.98145413,0.000169141423305269,0.02861791,74223.21039312634,0.2093272,2.93126037,-26.80728432,74223.21039312634
61,TagCoin,TAG,6433865.577794,0.01150161678475829,0.0,73999.85632043406,0.2093272,2.93126037,-1.96612021,73999.85632043406
8999,Collateral Pay,COLL,6192106.06690768,0.011800539026747155,409.50834729,73070.1893003019,0.20815653,2.43116366,-3.58266977,73070.1893003019
15067,FOTA - Fight Of The Ages,FOTA,6550297.6102743,0.011117394466301798,11550.27819398,72822.24240509339,-7.55570557,-10.95172282,-30.48351372,72822.24240509339
11923,Elpis Battle,EBA,22172718.4,0.0032804901061965854,799.58735667,72737.38333868298,0.43268867,1.97219013,-3.85234989,72737.38333868298
3948,TERA,TERA,844711128.0,8.546010790884973e-05,2.60494081,72189.10415068618,0.21793451,3.00144397,-5.32547216,72189.10415068618
5155,Nyzo,NYZO,11919651.239873,0.006045007934629495,5989.7502363,72054.38632304859,0.1138499,-1.69966269,-43.54500278,72054.38632304859
13509,Mytheria,MYRA,18898630.14,0.0038052697528977875,469639.18593712,71914.38564294449,0.61122493,3.29047279,-30.81573336,71914.38564294449
3878,Swap,XWP,16064072.631508,0.004397677005936993,0.0,70644.6028332845,0.2093272,2.93126037,-1.70179941,70644.6028332845
7389,Non-Fungible Yearn,NFY,95392.45498324,0.7400313079000468,14.58074169,70593.40322504342,0.20815653,5.13093819,-6.58786669,70593.40322504342
5024,ALL BEST ICO,ALLBI,479147303.83729887,0.00014703037599758914,5708.59732206,70449.20824142914,-0.88946892,-17.16174684,-27.1294595,70449.20824142914
5407,Kingdom Game 4.0,KDG,98793770.95625694,0.0007087836369862388,594.54513913,70023.40828996124,-0.04672812,-1.98239535,-18.84734547,70023.40828996124
9982,DINGO TOKEN,DINGO,158360450042658.53,4.41354710523512e-10,38.24985311,69893.13058695063,1.01340231,6.22081364,-3.53968709,69893.13058695063
2006,Cobinhood,COB,410999846.9899732,0.000169141423305269,0.0,69517.09909813185,0.2093272,2.93126037,-4.84946962,69517.09909813185
1306,Cryptojacks,CJ,406568580.90842,0.000169141423305269,0.0,68767.58844605357,0.2093272,2.93126037,-4.84946962,68767.58844605357
5003,VAULT,VAULT,678009.78888216,0.10131571255985612,3.22092713,68693.04488315365,0.2093272,2.93126037,-5.00805384,68693.04488315365
1294,Rise,RISE,207098693.41,0.00033003025847466207,0.01188114,68348.8353158671,-0.00138384,0.0017777,-7.81503088,68348.8353158671
2231,Flixxo,FLIXX,84323674.74867797,0.0008104217059804502,17.89935733,68337.73634436421,0.05962418,2.49531066,-7.72957473,68337.73634436421
9262,UniFarm,UFARM,38375919.0,0.0017830993648509028,46849.46287633,68428.07679446969,0.46403321,1.77637347,-11.47388322,68428.07679446969
5025,Jade Currency,JADE,53652398.0,0.0012739244893527014,160.34741336,68349.1037246979,0.62756591,8.23968043,0.82169307,68349.1037246979
8710,bAlpha,BALPHA,18000.1,3.7654292441154853,362.84337519,67778.10293700315,0.20815653,-0.61296373,-12.3740293,67778.10293700315
3990,Webflix Token,WFX,14469258368.1707,4.670428203262642e-06,8.90522829,67577.63236299844,-0.00138384,-4.49727978,55.67713381,67577.63236299844
584,NativeCoin,N8V,24809179.86459219,0.002706262772884304,0.0,67140.1598933367,0.2093272,2.93126037,-4.84946962,67140.1598933367
7231,Nsure.Network,NSURE,5668964.0,0.011883706015128594,137749.33218191,67368.30158634746,-0.56414586,-1.26472667,-11.92833231,67368.30158634746
3093,BBSCoin,BBS,101578614877.57779,6.592578040990069e-07,0.0,66966.49458761065,0.74892751,4.55545422,-14.9773927,66966.49458761065
945,Bata,BTA,5052601.134197,0.01324377344480256,7.139e-05,66915.50472825753,0.2093272,2.93126037,-3.61854426,66915.50472825753
2890,KanadeCoin,KNDC,5471056500.03,1.2184931980502537e-05,0.0,66664.45131435183,0.22754808,4.34566741,-7.75434636,66664.45131435183
2002,TrezarCoin,TZC,280937350.0,0.00023679799262737658,0.0,66525.40053405472,0.2093272,60.11529391,11.00895211,66525.40053405472
2960,Tourist Token,TOTO,5433323629.519762,1.2184931980502537e-05,0.0,66204.67885375547,0.22754808,4.34566741,-7.75434636,66204.67885375547
7647,Azuki,AZUKI,11284983.79237026,0.005852092624006507,1.93041276,66040.77041336297,0.47300412,4.76992421,-22.36528252,66040.77041336297
1949,Agrello,DLT,129071019.035721,0.0005074242699158069,8.64605216,65493.76760148994,0.2093272,54.39689056,-4.84946962,65493.76760148994
11424,Lendefi,LDFI,5696004833.0,1.1501067438011928e-05,0.0,65510.135711574876,0.63166502,4.67294018,-21.42441151,65510.135711574876
9827,Sportcash One,SCONEX,12706570.22,0.005110200162527373,1209.59806135,64933.117203409485,-0.44109274,-4.38441103,-17.81241887,64933.117203409485
1878,Shadow Token,SHDW,7000000.0,0.009133636858484525,0.0,63935.458009391674,0.2093272,2.93126037,-4.84946962,63935.458009391674
2290,YENTEN,YTN,41952065.21113997,0.0015222728097474209,24.38637657,63862.48818366907,0.2093272,2.93126037,-5.89507984,63862.48818366907
2279,Playkey,PKT,17414613.90131347,0.003653188281913598,42267.467081,63618.86343832801,5.08498661,5.98182179,0.72452965,63618.86343832801
4910,CoinDeal Token,CDL,46842401.13997169,0.001353131386442152,0.0,63383.92319880933,0.2093272,2.93126037,8.74346329,63383.92319880933
8036,YVS.Finance,YVS,1325244.0839618,0.04747648300546485,32694.44074685,62917.92823030523,0.37799071,-1.08195183,3.20722226,62917.92823030523
9225,Rigel Protocol,RGP,1795012.0,0.03487244351503443,101.53137614,62596.45457880898,-0.04699321,0.46078172,-0.8463649,62596.45457880898
2044,Enigma,ENG,13891797.33922582,0.004505711676641076,79060.41961451,62592.43348088121,-6.7816597,16.45481816,6.0117041,62592.43348088121
16903,NeoNomad,NNI,4251834.0,0.014661344209813774,77.3541958,62337.60179698934,-0.20560157,-1.34414124,29.0807271,62337.60179698934
9906,Bunicorn,BUNI,28049238.7,0.0022256155838424507,1098.30168647,62426.82276563676,0.62970899,4.77785511,-5.58872017,62426.82276563676
6839,KIMCHI.finance,KIMCHI,3778279275.0,1.623174337273682e-05,107.7014318,61328.059582330134,0.20815653,2.18630526,-13.30824972,61328.059582330134
3752,uPlexa,UPX,2629276861.03,2.3074023143465242e-05,84.68210537,60667.99514198387,0.74892751,1.65113605,2.61349157,60667.99514198387
2185,Lethean,LTHN,795787039.0,7.51553896672868e-05,6.28403202,59807.68500822136,-38.40711062,3.64627636,-25.44171359,59807.68500822136
894,Neutron,NTRN,39121694.18899,0.0015222728097474209,0.0,59553.89133515315,0.2093272,2.93126037,-59.22120127,59553.89133515315
3106,PKG Token,PKG,8969257745.11,6.6032533500565356e-06,0.0,59226.28125291814,0.2145384,4.20015432,-7.75243066,59226.28125291814
8439,Warp Finance,WARP,4674.0,12.647466726549506,5656.84289166,59114.2594798924,0.20815653,-1.03401945,-31.69879282,59114.2594798924
10222,Vodra,VDR,143144036.1584509,0.000408037410477764,4588.48194024,58408.121839429725,-0.00138384,-0.39381828,-1.84949406,58408.121839429725
9503,CryptoTycoon,CTT,226658.42061961,0.24936007101651697,5311.08166421,56519.55986219752,2.06219191,2.51991208,-19.14032536,56519.55986219752
3273,IQ.cash,IQ,11962737.51262094,0.004890448375579083,214132.81660867,58503.15023607604,-0.00138384,0.61907263,-11.40708682,58503.15023607604
3596,Nerva,XNV,17017723.485,0.0033828284661053796,0.0,57568.039433368045,0.2093272,2.93126037,-17.26040836,57568.039433368045
2438,Double-A Chain,AAC,250000000.0,0.00023002108923991598,535.1965234,57505.272309978995,-0.00138384,-15.43967327,-20.13351897,57505.272309978995
9510,Fortuna Sittard Fan Token,FOR,195008.0,0.2927602006027471,614.26307982,57090.581199140506,0.85390673,-0.51347977,-20.40727477,57090.581199140506
13376,Coinracer,CRACE,88571019.84619857,0.000645405508027494,0.0,57164.22406034905,0.63166502,4.67294018,-6.5994934,57164.22406034905
15484,Lithosphere,LITHO,62316885.0,0.0009127915905892303,213577.72557052,56882.32857971615,5.34740757,-5.33125452,-13.1675046,56882.32857971615
3464,Cheesecoin,CHEESE,408869908.0,0.0001353131386442152,3.31568434,55325.47054865151,0.2093272,2.93126037,-4.84946962,55325.47054865151
7376,Doki Doki Finance,DOKI,49999.95339766,1.1040415995568404,0.0,55202.028526920025,0.0,0.0,0.0,55202.028526920025
2200,GoByte,GBX,9574777.60406673,0.005750808392379145,3.62828085,55062.71140063083,0.2093272,2.93126037,-12.56437749,55062.71140063083
21722,Chirpley,CHRP,28824558.0,0.001895173042171565,501650.16624582,54627.525274110725,0.23026759,3.9887705,-17.94858298,54627.525274110725
8386,Gourmet Galaxy,GUM,3312144.61,0.01638203926314764,174093.44414741,54259.683046242826,0.62831899,2.03813592,-5.26060193,54259.683046242826
3633,BitGuild PLAT,PLAT,59566902.0,0.0009081932667376525,43303.84860608,54098.25931682161,0.24146253,0.08884886,0.21197926,54098.25931682161
4298,Rapidz,RPZX,1847661819.837328,2.9153414723283798e-05,0.0,53865.65130209489,0.48349924,3.29454753,-5.235542,53865.65130209489
10822,Robust Token,RBT,23904.88,2.239072715415767,0.0,53524.764573288056,0.63166502,4.67294018,-14.35470695,53524.764573288056
9259,TheForce Trade,FOC,80200000.0,0.0006647256557722711,120.90630466,53310.997592936146,0.21807805,2.44843726,-11.14263892,53310.997592936146
3121,IGToken,IG,4289024187.551705,1.2184931980502537e-05,0.0,52261.467988047676,0.22754808,4.34566741,-7.75434636,52261.467988047676
4452,BidiPass,BDP,386631336.787443,0.00013457529627000753,13.9826744,52031.0266954392,0.13092901,1.82291978,-3.10111281,52031.0266954392
8942,Paybswap,PAYB,154142638.54431352,0.0003370638478375465,167.86252998,51955.91086357842,0.13504313,-23.77512656,-27.81713087,51955.91086357842
5397,Castweet,CTT,1793952.00000001,0.028902649908841616,622.28787311,51849.96660926652,-0.00138384,5.14908222,-5.9415581,51849.96660926652
18951,VEKTOR,VEKTOR,391306102445.36914,1.3135707119329953e-07,163.92278787,51400.82355728892,-0.04699321,-0.20144469,-7.71777785,51400.82355728892
8463,Tapx,TAP,25712354.15633876,0.0019902488842657427,0.0,51173.98417149884,0.02467245,0.02745486,0.02909299,51173.98417149884
11450,Skyrim Finance,SKYRIM,20300000.0,0.002516230697946211,4874.02255434,51079.483168308085,-0.00138384,-0.63799356,-0.8679703,51079.483168308085
11605,HeroFi,HEROEGG,86226370.57706201,0.0005898255279117755,0.26881788,50858.51454553199,-0.04699321,-0.05228238,0.26464221,50858.51454553199
8383,Filecash,FIC,25718348.0,0.0019820323239949757,47877.34868688,50974.59705575153,-0.40230032,-2.49811725,-5.64743006,50974.59705575153
2260,Datamine,DAM,3074137.64641288,0.016325706805135343,0.0,50187.469893965506,-0.00199641,-29.88944227,-31.35175558,50187.469893965506
8177,KnoxFS,KFX,619945.98975369,0.08044366092398593,0.61939212,49870.72499093069,0.2093272,120.315515,27.51082629,49870.72499093069
8305,Insured Finance,INFI,29539882.8917481,0.0016710438096459222,0.0,49362.43844392115,0.0,0.0,-36.16502417,49362.43844392115
3132,EtherGem,EGEM,19483114.0,0.002554852033218075,940.11213535,49776.47341631954,1.24957406,-19.34684709,-12.93882417,49776.47341631954
6861,ChartEx,CHART,19999999.99999996,0.0024631799227959644,624.15809154,49263.598455919186,0.20815653,0.69993296,-11.38705262,49263.598455919186
5016,Innovative Bioresearch Coin,INNBC,1229839999999.7483,4.000366769389843e-08,0.0,49198.110676653974,-0.00138384,300.00711081,-99.39522263,49198.110676653974
3362,Auxilium,AUX,141900578.11336,0.0003458229370225557,19840.03374492,49072.47468836074,0.21863545,3.64905908,-6.3560723,49072.47468836074
5028,ROAD,ROAD,79300570.0,0.0006150563907936883,100535.3157776,48774.322372082235,0.48880546,4.41611764,-1.11875352,48774.322372082235
5179,Celeum,CLX,5127335.0,0.009504246944791978,0.0,48731.45800867498,0.22754808,4.34566741,-7.75434636,48731.45800867498
9443,Step Finance,STEP,4000000.0,0.01214779119305096,61903.99537149,48591.16477220384,0.07315176,2.44190341,-3.19332919,48591.16477220384
9980,Redpanda Earth,REDPANDA,3.9452830319467725e+17,1.22977584386e-13,51.25444453,48518.137698788814,0.20815674,4.62089611,37.66095626,48518.137698788814
5595,MultiCoinCasino,MCC,4807840.0,0.010060922425015455,0.0,48371.305271886304,-0.00138384,0.0017777,0.00672408,48371.305271886304
3158,ZCore,ZCR,12505925.35130063,0.0038454057052626288,9.94499853,48090.35669547999,-0.04699321,1.52749044,-1.23434002,48090.35669547999
4233,Membrana,MBN,379943490.1080144,0.00012611822510474408,4.1972619,47917.79861252467,0.12567628,1.74945145,-2.98157227,47917.79861252467
1937,Po.et,POE,3141592653.0,1.5222728097474208e-05,0.0,47823.61074964164,0.2093272,2.93126037,-14.36452266,47823.61074964164
1624,Atmos,ATMOS,62717622.0,0.0007611364048737104,8.27954125,47736.66533130833,0.2093272,2.93126037,-4.84946962,47736.66533130833
2453,EDUCare,EKT,724297908.475,6.581732658273268e-05,2563.85102689,47671.3519852893,0.00669429,-7.01176022,2.49412805,47671.3519852893
8601,Font,FONT,487309.98349513,0.09747307328851891,0.0,47499.60173544775,0.0,0.0,-14.42116986,47499.60173544775
8753,srnArt Gallery,SACT,4000000.0,0.011847453164039538,0.0,47389.81265615815,0.0,-0.07540476,-11.59501831,47389.81265615815
2628,Rentberry,BERRY,301431306.9919926,0.00015647914294095479,0.0,47167.71257367883,0.1143594,2.15426643,-2.90253549,47167.71257367883
3352,MidasProtocol,MAS,195540521.47584775,0.0002369841760880043,0.0,46340.00937377249,0.0,0.0,0.0,46340.00937377249
8145,SparkPoint Fuel,SFUEL,28373955.95,0.0016107890645152357,144.94609744,45704.457961297005,0.46227776,2.85455907,-6.98456015,45704.457961297005
2965,VikkyToken,VIKKY,3727082537.87,1.2184931980502537e-05,0.0,45414.24720966472,0.22754808,4.34566741,-7.75434636,45414.24720966472
11727,Phoenix Token,PHX,32959585.0,0.0013764856739404434,31044.40858472,45368.39657152233,-0.26169496,-0.01937111,-2.34047651,45368.39657152233
2286,MicroMoney,AMM,15777256.479179,0.0028634590154180957,51670.2284144,45177.52730386867,-1.44990042,7.54926247,-5.59167837,45177.52730386867
9134,Beyondfi,BYN,8863174.571,0.005135229448920897,107166.43119162,45514.43506792604,0.89203604,0.10207247,-13.25370042,45514.43506792604
5214,Phoneum,PHT,3172661034.26,1.4201302031333942e-05,211.76097493,45055.917590570585,-0.00138384,0.0017777,0.00672408,45055.917590570585
11471,SolanaSail Governance Token,GSAIL,3700000.0,0.012001100308169529,0.00500048,44404.07114022726,-0.00138384,0.0017777,0.00672408,44404.07114022726
6609,Decentrahub Coin,DCNTR,1771062.44776779,0.02503293064917981,0.0,44334.88343033772,0.2093272,2.93126037,-4.84946962,44334.88343033772
12278,Playermon,PYM,26756814.54,0.0016533387475883724,75339.75729598,44238.07824101795,0.04583073,0.06814144,-11.50801998,44238.07824101795
5894,DoYourTip,DYT,1450470.0,0.03046232995125634,0.0,44184.695724398785,0.22754808,4.34566741,-7.75434636,44184.695724398785
1678,InsaneCoin,INSN,26026737.82075135,0.0016914142330526898,0.0,44021.99478994958,0.2093272,2.93126037,-4.84946962,44021.99478994958
14422,HeroesTD,HTD,41178458.602,0.0010636917406837147,95.96115897,43801.18630903366,-0.15234632,-1.27954343,-4.29750894,43801.18630903366
1212,MojoCoin,MOJO,12276850.0,0.0035519698894106487,0.0,43607.00153681112,0.2093272,2.93126037,-4.84946962,43607.00153681112
16516,Ancient Kingdom,DOM,1067925239.0892357,4.091253910975212e-05,519.90353686,43691.53311052974,0.6165643,1.88511436,-25.48929397,43691.53311052974
4867,BeatzCoin,BTZC,2570575325.206332,1.69141423305269e-05,36.83875473,43479.076921880376,0.2093272,2.93126037,-4.84946962,43479.076921880376
3711,Plair,PLA,25610108545.0,1.69141423305269e-06,15.8198305,43317.30210303732,0.2093272,2.93126037,-4.84946962,43317.30210303732
3870,Lition,LIT,35542028.67,0.0012184931980502535,10.45727426,43307.7201793021,0.22754808,4.34566741,-7.75434636,43307.7201793021
9544,POLKARARE,PRARE,11383252.701,0.0037907449696466117,53440.74621142,43151.007914531954,-0.19018937,-0.406531,-9.88958673,43151.007914531954
2288,Worldcore,WRC,178103291.0,0.0002422510151882842,116.2031171,43145.7030531244,0.21482543,87.97772489,161.99341093,43145.7030531244
951,Synergy,SNRG,4897671.655004,0.008795354011873986,0.0,43076.75603968094,0.2093272,2.93126037,-4.84946962,43076.75603968094
8449,Goose Finance,EGG,1755130.18328287,0.02446937598032553,5847.86857848,42946.94034916621,0.3558598,1.3938393,-3.66891846,42946.94034916621
551,Donu,DONU,5070894.87,0.008457071165263449,0.0,42884.918787159346,0.2093272,2.93126037,-4.84946962,42884.918787159346
8598,xSigma,SIG,10655286.07414388,0.004018486179067662,0.0,42818.1198229593,0.0,-0.03315686,-9.62516092,42818.1198229593
13119,Wolf Safe Poor People (Polygon),WSPP,3162041598.8278055,1.3525800093878203e-05,90639.30547839,42769.142554271915,1.56973762,14.14773882,21.2364527,42769.142554271915
2828,SPINDLE,SPD,4050576097.4695625,1.0560592900304628e-05,380.26977702,42776.485177080685,0.05962418,2.49531068,114.79054076,42776.485177080685
4253,CryptoBonusMiles,CBM,4999088401.353171,8.45707116526345e-06,5.07304897,42277.64637168686,0.2093272,2.93126037,-4.84946962,42277.64637168686
20836,Koi Network,KOI,18000000.0,0.002327213368092541,587162.3562701,41889.84062566574,0.04160783,12.74425228,-10.5971391,41889.84062566574
2614,BlitzPick,XBP,382751934.7666,0.00011015270755184896,245.63221672,42161.161935249664,0.05962419,2.49531066,-7.72957473,42161.161935249664
6670,Axis DeFi,AXIS,2084401.0,0.020206783280938844,8956.16543037,42119.03927757221,-0.08223914,1.14903968,-0.895185,42119.03927757221
5963,Centric Swap,CNS,7342691560.0,5.741710826656514e-06,123096.67172534,42159.61162685141,0.62386238,1.74675111,-14.84097721,42159.61162685141
12797,ShoeFy,SHOE,13013746.88,0.0032287538678002522,2772.33619034,42018.18557337347,0.20124888,-1.04117237,-20.54512707,42018.18557337347
3219,FUTURAX,FTXT,3406412460.62708,1.2184931980502537e-05,0.0,41506.904130277246,0.22754808,4.34566741,-7.75434636,41506.904130277246
1902,MyBit,MYB,157187027.13015482,0.0002615950088133705,153.16432839,41119.341747460356,0.05064027,19.31331448,-47.63264139,41119.341747460356
